,index,Timestamp,ADF,Brand,FV Full Plato,Plato,Fermentation ID
228,90460,2017-04-14 11:20:00+00:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 3320173183371
229,90501,2017-04-14 18:10:00+00:00,0.20991149999999997,Kerberos,14.6819,11.6,Fermentor 3320173183371
230,90574,2017-04-15 06:20:00+00:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 3320173183371
231,90646,2017-04-15 18:20:00+00:00,0.59814465,Kerberos,14.6819,5.9,Fermentor 3320173183371
232,90727,2017-04-16 07:50:00+00:00,0.65944463,Kerberos,14.6819,5.0,Fermentor 3320173183371
233,92277,2017-04-27 02:10:00+00:00,0.0,Kerberos,14.6819,0.0,Fermentor 33201742668461
234,92304,2017-04-27 06:40:00+00:00,0.0328227431,Kerberos,14.6819,14.2,Fermentor 33201742668461
235,92336,2017-04-27 12:00:00+00:00,0.134989351,Kerberos,14.6819,12.7,Fermentor 33201742668461
236,92377,2017-04-27 18:50:00+00:00,0.20991149999999997,Kerberos,14.6819,11.6,Fermentor 33201742668461
237,92450,2017-04-28 07:00:00+00:00,0.4142447,Kerberos,14.6819,8.6,Fermentor 33201742668461
